Result	Total	Test_Condition	Iteration	N
TP	16	Unbalanced JS	29	1164
FN	16	Unbalanced JS	30	3283
FP	16	Unbalanced JS	30	1
TN	16	Unbalanced JS	30	2151
TP	16	Unbalanced JS	30	339
FN	16	Unbalanced OLS	1	3316
FP	16	Unbalanced OLS	1	3
TN	16	Unbalanced OLS	1	2159
TP	16	Unbalanced OLS	1	332
FN	16	Unbalanced OLS	2	2213
FP	16	Unbalanced OLS	2	791
TN	16	Unbalanced OLS	2	1368
TP	16	Unbalanced OLS	2	1418
FN	16	Unbalanced OLS	3	3062
FP	16	Unbalanced OLS	3	2
TN	16	Unbalanced OLS	3	2158
TP	16	Unbalanced OLS	3	586
FN	16	Unbalanced OLS	4	3444
FP	16	Unbalanced OLS	4	1
TN	16	Unbalanced OLS	4	2152
TP	16	Unbalanced OLS	4	179
FN	16	Unbalanced OLS	5	3375
FP	16	Unbalanced OLS	5	1
TN	16	Unbalanced OLS	5	2158
TP	16	Unbalanced OLS	5	273
FN	16	Unbalanced OLS	6	3064
FP	16	Unbalanced OLS	6	83
TN	16	Unbalanced OLS	6	2071
TP	16	Unbalanced OLS	6	565
FN	16	Unbalanced OLS	7	2775
FP	16	Unbalanced OLS	7	3
TN	16	Unbalanced OLS	7	2161
TP	16	Unbalanced OLS	7	875
FN	16	Unbalanced OLS	8	3390
FP	16	Unbalanced OLS	8	0
TN	16	Unbalanced OLS	8	2159
TP	16	Unbalanced OLS	8	231
FN	16	Unbalanced OLS	9	3133
FP	16	Unbalanced OLS	9	1
TN	16	Unbalanced OLS	9	2158
TP	16	Unbalanced OLS	9	514
FN	16	Unbalanced OLS	10	3409
FP	16	Unbalanced OLS	10	0
TN	16	Unbalanced OLS	10	2157
TP	16	Unbalanced OLS	10	221
FN	16	Unbalanced OLS	11	3047
FP	16	Unbalanced OLS	11	3
TN	16	Unbalanced OLS	11	2159
TP	16	Unbalanced OLS	11	601
FN	16	Unbalanced OLS	12	3475
FP	16	Unbalanced OLS	12	0
TN	16	Unbalanced OLS	12	2151
TP	16	Unbalanced OLS	12	149
FN	16	Unbalanced OLS	13	3157
FP	16	Unbalanced OLS	13	1
TN	16	Unbalanced OLS	13	2161
TP	16	Unbalanced OLS	13	489
FN	16	Unbalanced OLS	14	3348
FP	16	Unbalanced OLS	14	1
TN	16	Unbalanced OLS	14	2146
TP	16	Unbalanced OLS	14	272
FN	16	Unbalanced OLS	15	3078
FP	16	Unbalanced OLS	15	56
TN	16	Unbalanced OLS	15	2104
TP	16	Unbalanced OLS	15	570
FN	16	Unbalanced OLS	16	3464
FP	16	Unbalanced OLS	16	0
TN	16	Unbalanced OLS	16	2154
TP	16	Unbalanced OLS	16	162
FN	16	Unbalanced OLS	17	2762
FP	16	Unbalanced OLS	17	152
TN	16	Unbalanced OLS	17	2012
TP	16	Unbalanced OLS	17	886
FN	16	Unbalanced OLS	18	3413
FP	16	Unbalanced OLS	18	0
TN	16	Unbalanced OLS	18	2152
TP	16	Unbalanced OLS	18	211
FN	16	Unbalanced OLS	19	3421
FP	16	Unbalanced OLS	19	11
TN	16	Unbalanced OLS	19	2151
TP	16	Unbalanced OLS	19	226
FN	16	Unbalanced OLS	20	3509
FP	16	Unbalanced OLS	20	0
TN	16	Unbalanced OLS	20	2153
TP	16	Unbalanced OLS	20	116
FN	16	Unbalanced OLS	21	3364
FP	16	Unbalanced OLS	21	5
TN	16	Unbalanced OLS	21	2157
TP	16	Unbalanced OLS	21	283
FN	16	Unbalanced OLS	22	3135
FP	16	Unbalanced OLS	22	18
TN	16	Unbalanced OLS	22	2133
TP	16	Unbalanced OLS	22	491
FN	16	Unbalanced OLS	23	3200
FP	16	Unbalanced OLS	23	32
TN	16	Unbalanced OLS	23	2132
TP	16	Unbalanced OLS	23	450
FN	16	Unbalanced OLS	24	3118
FP	16	Unbalanced OLS	24	0
TN	16	Unbalanced OLS	24	2153
TP	16	Unbalanced OLS	24	508
FN	16	Unbalanced OLS	25	2998
FP	16	Unbalanced OLS	25	19
TN	16	Unbalanced OLS	25	2142
TP	16	Unbalanced OLS	25	648
FN	16	Unbalanced OLS	26	3519
FP	16	Unbalanced OLS	26	1
TN	16	Unbalanced OLS	26	2150
TP	16	Unbalanced OLS	26	108
FN	16	Unbalanced OLS	27	3266
FP	16	Unbalanced OLS	27	2
TN	16	Unbalanced OLS	27	2163
TP	16	Unbalanced OLS	27	383
FN	16	Unbalanced OLS	28	3463
FP	16	Unbalanced OLS	28	0
TN	16	Unbalanced OLS	28	2150
TP	16	Unbalanced OLS	28	161
FN	16	Unbalanced OLS	29	2546
FP	16	Unbalanced OLS	29	135
TN	16	Unbalanced OLS	29	2028
TP	16	Unbalanced OLS	29	1102
FN	16	Unbalanced OLS	30	3354
FP	16	Unbalanced OLS	30	0
TN	16	Unbalanced OLS	30	2152
TP	16	Unbalanced OLS	30	268
FN	18	Balanced	1	2352
FP	18	Balanced	1	0
TN	18	Balanced	1	2163
TP	18	Balanced	1	1300
FN	18	Balanced	2	1886
FP	18	Balanced	2	32
TN	18	Balanced	2	2125
TP	18	Balanced	2	1762
FN	18	Balanced	3	1867
FP	18	Balanced	3	17
TN	18	Balanced	3	2143
TP	18	Balanced	3	1779
FN	18	Balanced	4	2059
FP	18	Balanced	4	22
TN	18	Balanced	4	2135
TP	18	Balanced	4	1588
FN	18	Balanced	5	1127
FP	18	Balanced	5	66
TN	18	Balanced	5	2091
TP	18	Balanced	5	2522
FN	18	Balanced	6	1777
FP	18	Balanced	6	4
TN	18	Balanced	6	2151
TP	18	Balanced	6	1868
FN	18	Balanced	7	2512
FP	18	Balanced	7	0
TN	18	Balanced	7	2160
TP	18	Balanced	7	1137
FN	18	Balanced	8	2067
FP	18	Balanced	8	3
TN	18	Balanced	8	2153
TP	18	Balanced	8	1577
FN	18	Balanced	9	2222
FP	18	Balanced	9	10
TN	18	Balanced	9	2148
TP	18	Balanced	9	1429
FN	18	Balanced	10	1148
FP	18	Balanced	10	50
TN	18	Balanced	10	2103
TP	18	Balanced	10	2498
FN	18	Balanced	11	1579
FP	18	Balanced	11	23
TN	18	Balanced	11	2137
TP	18	Balanced	11	2069
FN	18	Balanced	12	1932
FP	18	Balanced	12	7
TN	18	Balanced	12	2151
TP	18	Balanced	12	1716
FN	18	Balanced	13	1597
FP	18	Balanced	13	5
TN	18	Balanced	13	2156
TP	18	Balanced	13	2053
FN	18	Balanced	14	1893
FP	18	Balanced	14	2
TN	18	Balanced	14	2158
TP	18	Balanced	14	1755
FN	18	Balanced	15	2114
FP	18	Balanced	15	3
TN	18	Balanced	15	2159
TP	18	Balanced	15	1536
FN	18	Balanced	16	2347
FP	18	Balanced	16	1
TN	18	Balanced	16	2157
TP	18	Balanced	16	1305
FN	18	Balanced	17	2194
FP	18	Balanced	17	4
TN	18	Balanced	17	2155
TP	18	Balanced	17	1457
FN	18	Balanced	18	2579
FP	18	Balanced	18	2
TN	18	Balanced	18	2152
TP	18	Balanced	18	1069
FN	18	Balanced	19	1671
FP	18	Balanced	19	13
TN	18	Balanced	19	2148
TP	18	Balanced	19	1977
FN	18	Balanced	20	2100
FP	18	Balanced	20	1
TN	18	Balanced	20	2158
TP	18	Balanced	20	1550
FN	18	Balanced	21	1462
FP	18	Balanced	21	42
TN	18	Balanced	21	2114
TP	18	Balanced	21	2187
FN	18	Balanced	22	1380
FP	18	Balanced	22	47
TN	18	Balanced	22	2115
TP	18	Balanced	22	2271
FN	18	Balanced	23	2084
FP	18	Balanced	23	4
TN	18	Balanced	23	2156
TP	18	Balanced	23	1566
FN	18	Balanced	24	2301
FP	18	Balanced	24	1
TN	18	Balanced	24	2162
TP	18	Balanced	24	1350
FN	18	Balanced	25	1700
FP	18	Balanced	25	8
TN	18	Balanced	25	2149
TP	18	Balanced	25	1946
FN	18	Balanced	26	830
FP	18	Balanced	26	141
TN	18	Balanced	26	2023
TP	18	Balanced	26	2820
FN	18	Balanced	27	1173
FP	18	Balanced	27	47
TN	18	Balanced	27	2113
TP	18	Balanced	27	2476
FN	18	Balanced	28	1512
FP	18	Balanced	28	44
TN	18	Balanced	28	2113
TP	18	Balanced	28	2135
FN	18	Balanced	29	1610
FP	18	Balanced	29	30
TN	18	Balanced	29	2132
TP	18	Balanced	29	2039
FN	18	Balanced	30	2118
FP	18	Balanced	30	0
TN	18	Balanced	30	2154
TP	18	Balanced	30	1525
FN	18	Unbalanced JS	1	2976
FP	18	Unbalanced JS	1	15
TN	18	Unbalanced JS	1	2146
TP	18	Unbalanced JS	1	673
FN	18	Unbalanced JS	2	3438
FP	18	Unbalanced JS	2	1
TN	18	Unbalanced JS	2	2155
TP	18	Unbalanced JS	2	190
FN	18	Unbalanced JS	3	3032
FP	18	Unbalanced JS	3	33
TN	18	Unbalanced JS	3	2128
TP	18	Unbalanced JS	3	614
FN	18	Unbalanced JS	4	3211
FP	18	Unbalanced JS	4	3
TN	18	Unbalanced JS	4	2142
TP	18	Unbalanced JS	4	414
FN	18	Unbalanced JS	5	3301
FP	18	Unbalanced JS	5	2
TN	18	Unbalanced JS	5	2155
TP	18	Unbalanced JS	5	345
FN	18	Unbalanced JS	6	3359
FP	18	Unbalanced JS	6	6
TN	18	Unbalanced JS	6	2146
TP	18	Unbalanced JS	6	264
FN	18	Unbalanced JS	7	3056
FP	18	Unbalanced JS	7	13
TN	18	Unbalanced JS	7	2150
TP	18	Unbalanced JS	7	592
FN	18	Unbalanced JS	8	3353
FP	18	Unbalanced JS	8	0
TN	18	Unbalanced JS	8	2153
TP	18	Unbalanced JS	8	272
FN	18	Unbalanced JS	9	2822
FP	18	Unbalanced JS	9	6
TN	18	Unbalanced JS	9	2154
TP	18	Unbalanced JS	9	825
FN	18	Unbalanced JS	10	3134
FP	18	Unbalanced JS	10	28
TN	18	Unbalanced JS	10	2126
TP	18	Unbalanced JS	10	491
FN	18	Unbalanced JS	11	3222
FP	18	Unbalanced JS	11	1
TN	18	Unbalanced JS	11	2159
TP	18	Unbalanced JS	11	424
FN	18	Unbalanced JS	12	3403
FP	18	Unbalanced JS	12	0
TN	18	Unbalanced JS	12	2156
TP	18	Unbalanced JS	12	225
FN	18	Unbalanced JS	13	3023
FP	18	Unbalanced JS	13	4
TN	18	Unbalanced JS	13	2159
TP	18	Unbalanced JS	13	625
FN	18	Unbalanced JS	14	3322
FP	18	Unbalanced JS	14	0
TN	18	Unbalanced JS	14	2152
TP	18	Unbalanced JS	14	300
FN	18	Unbalanced JS	15	3181
FP	18	Unbalanced JS	15	31
TN	18	Unbalanced JS	15	2128
TP	18	Unbalanced JS	15	466
FN	18	Unbalanced JS	16	3335
FP	18	Unbalanced JS	16	0
TN	18	Unbalanced JS	16	2151
TP	18	Unbalanced JS	16	289
FN	18	Unbalanced JS	17	3377
FP	18	Unbalanced JS	17	2
TN	18	Unbalanced JS	17	2162
TP	18	Unbalanced JS	17	272
FN	18	Unbalanced JS	18	3269
FP	18	Unbalanced JS	18	1
TN	18	Unbalanced JS	18	2152
TP	18	Unbalanced JS	18	355
FN	18	Unbalanced JS	19	2046
FP	18	Unbalanced JS	19	681
TN	18	Unbalanced JS	19	1484
TP	18	Unbalanced JS	19	1603
FN	18	Unbalanced JS	20	3434
FP	18	Unbalanced JS	20	0
TN	18	Unbalanced JS	20	2153
TP	18	Unbalanced JS	20	190
FN	18	Unbalanced JS	21	2634
FP	18	Unbalanced JS	21	12
TN	18	Unbalanced JS	21	2152
TP	18	Unbalanced JS	21	1013
FN	18	Unbalanced JS	22	3397
FP	18	Unbalanced JS	22	0
TN	18	Unbalanced JS	22	2154
TP	18	Unbalanced JS	22	225
FN	18	Unbalanced JS	23	2226
FP	18	Unbalanced JS	23	38
TN	18	Unbalanced JS	23	2117
TP	18	Unbalanced JS	23	1419
FN	18	Unbalanced JS	24	3375
FP	18	Unbalanced JS	24	1
TN	18	Unbalanced JS	24	2144
TP	18	Unbalanced JS	24	243
FN	18	Unbalanced JS	25	3010
FP	18	Unbalanced JS	25	5
TN	18	Unbalanced JS	25	2158
TP	18	Unbalanced JS	25	637
FN	18	Unbalanced JS	26	3424
FP	18	Unbalanced JS	26	0
TN	18	Unbalanced JS	26	2156
TP	18	Unbalanced JS	26	198
FN	18	Unbalanced JS	27	2410
FP	18	Unbalanced JS	27	23
TN	18	Unbalanced JS	27	2138
TP	18	Unbalanced JS	27	1238
FN	18	Unbalanced JS	28	3363
FP	18	Unbalanced JS	28	0
TN	18	Unbalanced JS	28	2152
TP	18	Unbalanced JS	28	263
FN	18	Unbalanced JS	29	3235
FP	18	Unbalanced JS	29	29
TN	18	Unbalanced JS	29	2133
TP	18	Unbalanced JS	29	414
FN	18	Unbalanced JS	30	3383
FP	18	Unbalanced JS	30	0
TN	18	Unbalanced JS	30	2153
TP	18	Unbalanced JS	30	241
FN	18	Unbalanced OLS	1	3061
FP	18	Unbalanced OLS	1	7
TN	18	Unbalanced OLS	1	2154
TP	18	Unbalanced OLS	1	588
FN	18	Unbalanced OLS	2	3507
FP	18	Unbalanced OLS	2	1
TN	18	Unbalanced OLS	2	2155
TP	18	Unbalanced OLS	2	121
FN	18	Unbalanced OLS	3	3092
FP	18	Unbalanced OLS	3	26
TN	18	Unbalanced OLS	3	2135
TP	18	Unbalanced OLS	3	554
FN	18	Unbalanced OLS	4	3346
FP	18	Unbalanced OLS	4	2
TN	18	Unbalanced OLS	4	2143
TP	18	Unbalanced OLS	4	279
FN	18	Unbalanced OLS	5	3407
FP	18	Unbalanced OLS	5	2
TN	18	Unbalanced OLS	5	2155
TP	18	Unbalanced OLS	5	239
FN	18	Unbalanced OLS	6	3446
FP	18	Unbalanced OLS	6	0
TN	18	Unbalanced OLS	6	2152
TP	18	Unbalanced OLS	6	177
FN	18	Unbalanced OLS	7	3154
FP	18	Unbalanced OLS	7	4
TN	18	Unbalanced OLS	7	2159
TP	18	Unbalanced OLS	7	494
FN	18	Unbalanced OLS	8	3402
FP	18	Unbalanced OLS	8	0
TN	18	Unbalanced OLS	8	2153
TP	18	Unbalanced OLS	8	223
FN	18	Unbalanced OLS	9	2911
FP	18	Unbalanced OLS	9	4
TN	18	Unbalanced OLS	9	2156
TP	18	Unbalanced OLS	9	736
FN	18	Unbalanced OLS	10	3300
FP	18	Unbalanced OLS	10	8
TN	18	Unbalanced OLS	10	2146
TP	18	Unbalanced OLS	10	325
FN	18	Unbalanced OLS	11	3284
FP	18	Unbalanced OLS	11	0
TN	18	Unbalanced OLS	11	2160
TP	18	Unbalanced OLS	11	362
FN	18	Unbalanced OLS	12	3471
FP	18	Unbalanced OLS	12	0
TN	18	Unbalanced OLS	12	2156
TP	18	Unbalanced OLS	12	157
FN	18	Unbalanced OLS	13	3094
FP	18	Unbalanced OLS	13	3
TN	18	Unbalanced OLS	13	2160
TP	18	Unbalanced OLS	13	554
FN	18	Unbalanced OLS	14	3373
FP	18	Unbalanced OLS	14	0
TN	18	Unbalanced OLS	14	2152
TP	18	Unbalanced OLS	14	249
FN	18	Unbalanced OLS	15	3261
FP	18	Unbalanced OLS	15	17
TN	18	Unbalanced OLS	15	2142
TP	18	Unbalanced OLS	15	386
FN	18	Unbalanced OLS	16	3429
FP	18	Unbalanced OLS	16	0
TN	18	Unbalanced OLS	16	2151
TP	18	Unbalanced OLS	16	195
FN	18	Unbalanced OLS	17	3424
FP	18	Unbalanced OLS	17	2
TN	18	Unbalanced OLS	17	2162
TP	18	Unbalanced OLS	17	225
FN	18	Unbalanced OLS	18	3350
FP	18	Unbalanced OLS	18	1
TN	18	Unbalanced OLS	18	2152
TP	18	Unbalanced OLS	18	274
FN	18	Unbalanced OLS	19	2107
FP	18	Unbalanced OLS	19	640
TN	18	Unbalanced OLS	19	1525
TP	18	Unbalanced OLS	19	1542
FN	18	Unbalanced OLS	20	3485
FP	18	Unbalanced OLS	20	0
TN	18	Unbalanced OLS	20	2153
TP	18	Unbalanced OLS	20	139
FN	18	Unbalanced OLS	21	2740
FP	18	Unbalanced OLS	21	9
TN	18	Unbalanced OLS	21	2155
TP	18	Unbalanced OLS	21	907
FN	18	Unbalanced OLS	22	3455
FP	18	Unbalanced OLS	22	0
TN	18	Unbalanced OLS	22	2154
TP	18	Unbalanced OLS	22	167
FN	18	Unbalanced OLS	23	2324
FP	18	Unbalanced OLS	23	31
TN	18	Unbalanced OLS	23	2124
TP	18	Unbalanced OLS	23	1321
FN	18	Unbalanced OLS	24	3421
FP	18	Unbalanced OLS	24	0
TN	18	Unbalanced OLS	24	2145
TP	18	Unbalanced OLS	24	197
FN	18	Unbalanced OLS	25	3099
FP	18	Unbalanced OLS	25	2
TN	18	Unbalanced OLS	25	2161
TP	18	Unbalanced OLS	25	548
FN	18	Unbalanced OLS	26	3474
FP	18	Unbalanced OLS	26	0
TN	18	Unbalanced OLS	26	2156
TP	18	Unbalanced OLS	26	148
FN	18	Unbalanced OLS	27	2506
FP	18	Unbalanced OLS	27	12
TN	18	Unbalanced OLS	27	2149
TP	18	Unbalanced OLS	27	1142
FN	18	Unbalanced OLS	28	3437
FP	18	Unbalanced OLS	28	0
TN	18	Unbalanced OLS	28	2152
TP	18	Unbalanced OLS	28	189
FN	18	Unbalanced OLS	29	3261
FP	18	Unbalanced OLS	29	24
TN	18	Unbalanced OLS	29	2138
TP	18	Unbalanced OLS	29	388
FN	18	Unbalanced OLS	30	3464
FP	18	Unbalanced OLS	30	0
TN	18	Unbalanced OLS	30	2153
TP	18	Unbalanced OLS	30	160
FN	20	Balanced	1	2475
FP	20	Balanced	1	0
TN	20	Balanced	1	2159
TP	20	Balanced	1	1174
FN	20	Balanced	2	2154
FP	20	Balanced	2	3
TN	20	Balanced	2	2157
TP	20	Balanced	2	1496
FN	20	Balanced	3	1493
FP	20	Balanced	3	15
TN	20	Balanced	3	2148
TP	20	Balanced	3	2157
FN	20	Balanced	4	2018
FP	20	Balanced	4	6
TN	20	Balanced	4	2148
TP	20	Balanced	4	1629
FN	20	Balanced	5	1349
FP	20	Balanced	5	22
TN	20	Balanced	5	2138
TP	20	Balanced	5	2299
FN	20	Balanced	6	1348
FP	20	Balanced	6	26
TN	20	Balanced	6	2131
TP	20	Balanced	6	2301
FN	20	Balanced	7	1479
FP	20	Balanced	7	51
TN	20	Balanced	7	2100
TP	20	Balanced	7	2166
FN	20	Balanced	8	2013
FP	20	Balanced	8	5
TN	20	Balanced	8	2159
TP	20	Balanced	8	1637
FN	20	Balanced	9	1409
FP	20	Balanced	9	25
TN	20	Balanced	9	2139
TP	20	Balanced	9	2242
FN	20	Balanced	10	1232
FP	20	Balanced	10	144
TN	20	Balanced	10	2013
TP	20	Balanced	10	2417
FN	20	Balanced	11	1063
FP	20	Balanced	11	38
TN	20	Balanced	11	2121
TP	20	Balanced	11	2586
FN	20	Balanced	12	2470
FP	20	Balanced	12	1
TN	20	Balanced	12	2150
TP	20	Balanced	12	1176
FN	20	Balanced	13	2189
FP	20	Balanced	13	4
TN	20	Balanced	13	2152
TP	20	Balanced	13	1460
FN	20	Balanced	14	2133
FP	20	Balanced	14	15
TN	20	Balanced	14	2139
TP	20	Balanced	14	1516
FN	20	Balanced	15	2433
FP	20	Balanced	15	0
TN	20	Balanced	15	2160
TP	20	Balanced	15	1219
FN	20	Balanced	16	2137
FP	20	Balanced	16	16
TN	20	Balanced	16	2136
TP	20	Balanced	16	1510
FN	20	Balanced	17	1390
FP	20	Balanced	17	39
TN	20	Balanced	17	2120
TP	20	Balanced	17	2260
FN	20	Balanced	18	1692
FP	20	Balanced	18	26
TN	20	Balanced	18	2133
TP	20	Balanced	18	1957
FN	20	Balanced	19	1567
FP	20	Balanced	19	37
TN	20	Balanced	19	2120
TP	20	Balanced	19	2078
FN	20	Balanced	20	2196
FP	20	Balanced	20	0
TN	20	Balanced	20	2160
TP	20	Balanced	20	1453
FN	20	Balanced	21	1830
FP	20	Balanced	21	12
TN	20	Balanced	21	2145
TP	20	Balanced	21	1818
FN	20	Balanced	22	1904
FP	20	Balanced	22	1
TN	20	Balanced	22	2159
TP	20	Balanced	22	1747
FN	20	Balanced	23	2361
FP	20	Balanced	23	5
TN	20	Balanced	23	2156
TP	20	Balanced	23	1285
FN	20	Balanced	24	1893
FP	20	Balanced	24	19
TN	20	Balanced	24	2140
TP	20	Balanced	24	1758
FN	20	Balanced	25	1872
FP	20	Balanced	25	15
TN	20	Balanced	25	2146
TP	20	Balanced	25	1780
FN	20	Balanced	26	1269
FP	20	Balanced	26	44
TN	20	Balanced	26	2113
TP	20	Balanced	26	2380
FN	20	Balanced	27	2118
FP	20	Balanced	27	6
TN	20	Balanced	27	2155
TP	20	Balanced	27	1531
FN	20	Balanced	28	1121
FP	20	Balanced	28	169
TN	20	Balanced	28	1994
TP	20	Balanced	28	2529
FN	20	Balanced	29	1175
FP	20	Balanced	29	62
TN	20	Balanced	29	2102
TP	20	Balanced	29	2476
FN	20	Balanced	30	1257
FP	20	Balanced	30	135
TN	20	Balanced	30	2023
TP	20	Balanced	30	2392
FN	20	Unbalanced JS	1	3226
FP	20	Unbalanced JS	1	0
TN	20	Unbalanced JS	1	2160
TP	20	Unbalanced JS	1	420
FN	20	Unbalanced JS	2	3481
FP	20	Unbalanced JS	2	0
TN	20	Unbalanced JS	2	2152
TP	20	Unbalanced JS	2	147
FN	20	Unbalanced JS	3	2772
FP	20	Unbalanced JS	3	11
TN	20	Unbalanced JS	3	2152
TP	20	Unbalanced JS	3	875
FN	20	Unbalanced JS	4	3422
FP	20	Unbalanced JS	4	1
TN	20	Unbalanced JS	4	2158
TP	20	Unbalanced JS	4	208
FN	20	Unbalanced JS	5	2537
FP	20	Unbalanced JS	5	7
TN	20	Unbalanced JS	5	2155
TP	20	Unbalanced JS	5	1111
FN	20	Unbalanced JS	6	3440
FP	20	Unbalanced JS	6	0
TN	20	Unbalanced JS	6	2159
TP	20	Unbalanced JS	6	185
FN	20	Unbalanced JS	7	3314
FP	20	Unbalanced JS	7	10
TN	20	Unbalanced JS	7	2154
TP	20	Unbalanced JS	7	334
FN	20	Unbalanced JS	8	3262
FP	20	Unbalanced JS	8	8
TN	20	Unbalanced JS	8	2144
TP	20	Unbalanced JS	8	360
FN	20	Unbalanced JS	9	2595
FP	20	Unbalanced JS	9	12
TN	20	Unbalanced JS	9	2149
TP	20	Unbalanced JS	9	1054
FN	20	Unbalanced JS	10	3453
FP	20	Unbalanced JS	10	0
TN	20	Unbalanced JS	10	2150
TP	20	Unbalanced JS	10	171
FN	20	Unbalanced JS	11	3373
FP	20	Unbalanced JS	11	6
TN	20	Unbalanced JS	11	2158
TP	20	Unbalanced JS	11	277
FN	20	Unbalanced JS	12	3444
FP	20	Unbalanced JS	12	0
TN	20	Unbalanced JS	12	2153
TP	20	Unbalanced JS	12	180
FN	20	Unbalanced JS	13	3213
FP	20	Unbalanced JS	13	15
TN	20	Unbalanced JS	13	2150
TP	20	Unbalanced JS	13	435
FN	20	Unbalanced JS	14	3141
FP	20	Unbalanced JS	14	0
TN	20	Unbalanced JS	14	2150
TP	20	Unbalanced JS	14	482
FN	20	Unbalanced JS	15	3260
FP	20	Unbalanced JS	15	2
TN	20	Unbalanced JS	15	2159
TP	20	Unbalanced JS	15	387
FN	20	Unbalanced JS	16	3463
FP	20	Unbalanced JS	16	0
TN	20	Unbalanced JS	16	2155
TP	20	Unbalanced JS	16	160
FN	20	Unbalanced JS	17	3371
FP	20	Unbalanced JS	17	5
TN	20	Unbalanced JS	17	2160
TP	20	Unbalanced JS	17	277
FN	20	Unbalanced JS	18	3249
FP	20	Unbalanced JS	18	4
TN	20	Unbalanced JS	18	2150
TP	20	Unbalanced JS	18	375
FN	20	Unbalanced JS	19	3051
FP	20	Unbalanced JS	19	5
TN	20	Unbalanced JS	19	2157
TP	20	Unbalanced JS	19	596
FN	20	Unbalanced JS	20	3410
FP	20	Unbalanced JS	20	1
TN	20	Unbalanced JS	20	2159
TP	20	Unbalanced JS	20	215
FN	20	Unbalanced JS	21	2781
FP	20	Unbalanced JS	21	341
TN	20	Unbalanced JS	21	1819
TP	20	Unbalanced JS	21	865
FN	20	Unbalanced JS	22	3439
FP	20	Unbalanced JS	22	5
TN	20	Unbalanced JS	22	2149
TP	20	Unbalanced JS	22	189
FN	20	Unbalanced JS	23	3305
FP	20	Unbalanced JS	23	12
TN	20	Unbalanced JS	23	2153
TP	20	Unbalanced JS	23	345
FN	20	Unbalanced JS	24	3435
FP	20	Unbalanced JS	24	1
TN	20	Unbalanced JS	24	2148
TP	20	Unbalanced JS	24	191
FN	20	Unbalanced JS	25	2149
FP	20	Unbalanced JS	25	38
TN	20	Unbalanced JS	25	2121
TP	20	Unbalanced JS	25	1499
FN	20	Unbalanced JS	26	3202
FP	20	Unbalanced JS	26	0
TN	20	Unbalanced JS	26	2160
TP	20	Unbalanced JS	26	424
FN	20	Unbalanced JS	27	3379
FP	20	Unbalanced JS	27	4
TN	20	Unbalanced JS	27	2161
TP	20	Unbalanced JS	27	271
FN	20	Unbalanced JS	28	3366
FP	20	Unbalanced JS	28	2
TN	20	Unbalanced JS	28	2151
TP	20	Unbalanced JS	28	258
FN	20	Unbalanced JS	29	2585
FP	20	Unbalanced JS	29	14
TN	20	Unbalanced JS	29	2151
TP	20	Unbalanced JS	29	1064
FN	20	Unbalanced JS	30	3473
FP	20	Unbalanced JS	30	5
TN	20	Unbalanced JS	30	2147
TP	20	Unbalanced JS	30	152
FN	20	Unbalanced OLS	1	3315
FP	20	Unbalanced OLS	1	0
TN	20	Unbalanced OLS	1	2160
TP	20	Unbalanced OLS	1	331
FN	20	Unbalanced OLS	2	3546
FP	20	Unbalanced OLS	2	0
TN	20	Unbalanced OLS	2	2152
TP	20	Unbalanced OLS	2	82
FN	20	Unbalanced OLS	3	2856
FP	20	Unbalanced OLS	3	8
TN	20	Unbalanced OLS	3	2155
TP	20	Unbalanced OLS	3	791
FN	20	Unbalanced OLS	4	3479
FP	20	Unbalanced OLS	4	0
TN	20	Unbalanced OLS	4	2159
TP	20	Unbalanced OLS	4	151
FN	20	Unbalanced OLS	5	2596
FP	20	Unbalanced OLS	5	5
TN	20	Unbalanced OLS	5	2157
TP	20	Unbalanced OLS	5	1052
FN	20	Unbalanced OLS	6	3498
FP	20	Unbalanced OLS	6	0
TN	20	Unbalanced OLS	6	2159
TP	20	Unbalanced OLS	6	127
FN	20	Unbalanced OLS	7	3390
FP	20	Unbalanced OLS	7	5
TN	20	Unbalanced OLS	7	2159
TP	20	Unbalanced OLS	7	258
FN	20	Unbalanced OLS	8	3349
FP	20	Unbalanced OLS	8	6
TN	20	Unbalanced OLS	8	2146
TP	20	Unbalanced OLS	8	273
FN	20	Unbalanced OLS	9	2691
FP	20	Unbalanced OLS	9	9
TN	20	Unbalanced OLS	9	2152
TP	20	Unbalanced OLS	9	958
FN	20	Unbalanced OLS	10	3498
FP	20	Unbalanced OLS	10	1
TN	20	Unbalanced OLS	10	2149
TP	20	Unbalanced OLS	10	126
FN	20	Unbalanced OLS	11	3395
FP	20	Unbalanced OLS	11	2
TN	20	Unbalanced OLS	11	2162
TP	20	Unbalanced OLS	11	255
FN	20	Unbalanced OLS	12	3501
FP	20	Unbalanced OLS	12	0
TN	20	Unbalanced OLS	12	2153
TP	20	Unbalanced OLS	12	123
FN	20	Unbalanced OLS	13	3231
FP	20	Unbalanced OLS	13	13
TN	20	Unbalanced OLS	13	2152
TP	20	Unbalanced OLS	13	417
FN	20	Unbalanced OLS	14	3255
FP	20	Unbalanced OLS	14	0
TN	20	Unbalanced OLS	14	2150
TP	20	Unbalanced OLS	14	368
FN	20	Unbalanced OLS	15	3346
FP	20	Unbalanced OLS	15	1
TN	20	Unbalanced OLS	15	2160
TP	20	Unbalanced OLS	15	301
FN	20	Unbalanced OLS	16	3497
FP	20	Unbalanced OLS	16	0
